Close,Index,Advice
3224.915283,1,Buy
3226.083984,1,Buy
3227.002686,1,Buy
3238.111572,1,Buy
3239.457031,1,Buy
3242.115479,1,Buy
3244.40332,1,Buy
3248.288574,1,Buy
3253.629395,1,Buy
3265.443359,1,Buy
3270.278076,1,Buy
3270.60083,1,Buy
3282.397705,1,Buy
3285.511719,1,Buy
3286.935303,1,Buy
3307.516113,1,Buy
3310.001465,1,Buy
3310.50415,1,Buy
3319.257324,1,Buy
3322.21167,1,Buy
3329.447998,1,Buy
3330.530762,1,Buy
3350.921875,1,Buy
3372.258301,1,Buy
3380.070068,1,Buy
3380.089111,1,Buy
3391.694336,1,Buy
3398.538818,1,Buy
3410.134521,1,Buy
3418.358643,1,Buy
3418.408203,1,Buy
3425.852783,1,Buy
3426.394287,1,Buy
3427.340088,1,Buy
3429.169678,1,Buy
3431.086182,1,Buy
3432.018311,1,Buy
3433.732666,1,Buy
3484.729004,1,Buy
3490.880371,1,Buy
3492.573242,1,Buy
3497.315186,1,Buy
3518.518555,1,Buy
3522.783203,1,Buy
3545.354004,1,Buy
3550.386963,1,Buy
3563.759277,1,Buy
3571.294922,1,Buy
3575.716797,1,Buy
3580.562012,1,Buy
3587.506104,1,Buy
3587.974854,1,Buy
3606.20166,1,Buy
3615.282715,1,Buy
3628.531738,1,Buy
3638.12207,1,Buy
3682.632813,1,Buy
3713.852051,1,Wait
3715.148438,1,Wait
3745.44043,1,Wait
3748.760254,1,Wait
3761.380371,1,Wait
3769.697021,1,Wait
3784.226807,1,Wait
3785.848633,1,Wait
3786.01416,1,Wait
3790.98999,1,Wait
3794.056641,1,Wait
3800.893066,1,Wait
3829.564941,1,Wait
3830.38208,1,Wait
3834.828125,1,Wait
3847.104492,1,Wait
3862.634766,1,Wait
3877.650879,1,Wait
3879.486572,1,Wait
3887.828369,1,Wait
3902.647705,1,Wait
3908.496094,1,Wait
3922.592529,1,Wait
3928.379395,1,Wait
3928.844727,1,Wait
3930.257324,1,Wait
3933.844482,1,Wait
3940.614746,1,Wait
3952.133545,1,Wait
3952.293945,1,Wait
3960.860107,1,Wait
3962.469727,1,Wait
3970.181885,1,Wait
3982.099609,1,Wait
4000.650879,1,Wait
4018.388672,1,Wait
4020.26001,1,Wait
4030.908936,1,Wait
4037.547607,1,Wait
4047.98291,1,Wait
4054.322754,1,Wait
4067.328125,1,Wait
4079.057373,1,Wait
4084.452393,1,Wait
4087.903076,1,Wait
4088.457764,1,Wait
4093.281006,1,Wait
4096.912109,1,Wait
4108.015625,1,Wait
4119.587402,1,Wait
4119.815918,1,Wait
4131.102051,1,Wait
4134.453125,1,Wait
4155.992188,1,Wait
4168.701172,1,Sell -
4171.663574,1,Sell -
4198.322754,1,Sell -
4216.365234,1,Sell -
4217.876953,1,Sell -
4220.706055,1,Sell -
4239.981445,1,Sell -
4269.73291,1,Sell -
4274.743164,1,Sell -
4287.318848,1,Sell -
4287.59375,1,Sell -
4288.074219,1,Sell -
4294.453613,1,Sell -
4298.306641,1,Sell -
4315.061523,1,Sell -
4324.626953,1,Sell -
4325.650391,1,Sell -
4340.763672,1,Sell -
4358.737305,1,Sell -
4409.931152,1,Sell -
4414.746582,1,Sell -
4439.35791,1,Sell -
4445.10498,1,Sell -
4486.243164,1,Sell -
4511.302246,1,Sell -
4521.581055,1,Sell -
4537.324219,1,Sell -
4557.503906,1,Sell -
4584.798828,1,Sell -
4586.990234,1,Sell -
4607.193848,1,Sell -
4620.554688,1,Sell -
4626.358887,1,Sell -
4631.479004,1,Sell -
4636.174316,1,Sell -
4651.460449,1,Sell -
4667.115234,1,Sell -
4730.384277,1,Sell -
5000,1,Sell +
1593.413452,0,Buy
1595.359253,0,Buy
1678.650146,0,Buy
1691.333984,0,Buy
1691.355957,0,Buy
1702.842041,0,Buy
1716.494629,0,Buy
1723.153809,0,Buy
1772.102417,0,Buy
1782.855103,0,Buy
1787.510742,0,Buy
1788.217041,0,Buy
1791.702271,0,Buy
1799.16626,0,Buy
1806.971802,0,Buy
1812.634644,0,Buy
1813.217285,0,Buy
1817.296631,0,Buy
1817.624146,0,Buy
1819.684937,0,Buy
1823.449341,0,Buy
1826.194946,0,Buy
1829.239258,0,Buy
1834.727905,0,Buy
1846.033691,0,Buy
1854.564331,0,Buy
1868.048828,0,Buy
1874.950073,0,Buy
1880.382935,0,Buy
1888.44751,0,Buy
1895.552124,0,Buy
1898.825195,0,Buy
1911.175659,0,Buy
1918.362061,0,Buy
1924.685425,0,Buy
1940.083984,0,Buy
1971.077271,0,Buy
1977.276855,0,Buy
1978.894653,0,Buy
1988.456299,0,Buy
1989.736328,0,Buy
1990.970825,0,Buy
1994.331299,0,Buy
2025.202759,0,Buy
2028.422485,0,Buy
2036.721069,0,Buy
2072.108887,0,Buy
2079.657471,0,Buy
2088.57373,0,Buy
2093.122803,0,Buy
2107.887207,0,Buy
2109.579834,0,Buy
2111.403564,0,Buy
2113.605469,0,Buy
2118.378906,0,Buy
2120.026367,0,Buy
2124.776611,0,Buy
2135.942139,0,Buy
2139.353271,0,Buy
2139.664795,0,Buy
2143.225586,0,Buy
2146.692383,0,Buy
2150.040283,0,Buy
2157.656982,0,Buy
2160.768311,0,Buy
2166.188721,0,Buy
2178.499023,0,Buy
2189.21875,0,Buy
2191.373779,0,Buy
2198.58252,0,Buy
2211.625732,0,Buy
2226.114258,0,Buy
2231.733154,0,Buy
2233.366699,0,Buy
2237.136963,0,Buy
2246.364502,0,Buy
2274.547607,0,Buy
2279.51416,0,Buy
2295.705566,0,Buy
2296.54541,0,Buy
2298.333496,0,Buy
2299.187744,0,Buy
2315.161865,0,Buy
2316.05957,0,Buy
2321.724121,0,Buy
2324.679443,0,Buy
2330.210938,0,Buy
2344.89502,0,Buy
2353.768799,0,Buy
2363.586182,0,Buy
2364.751709,0,Buy
2367.663574,0,Buy
2372.001953,0,Buy
2372.484375,0,Buy
2380.956787,0,Buy
2390.30542,0,Buy
2403.535156,0,Buy
2405.181152,0,Buy
2419.90625,0,Buy
2423.001221,0,Buy
2430.621338,0,Buy
2431.946533,0,Buy
2435.10498,0,Buy
2440.352295,0,Buy
2455.935059,0,Buy
2460.679199,0,Buy
2466.961426,0,Buy
2468.030273,0,Buy
2471.518555,0,Buy
2502.349609,0,Buy
2508.391602,0,Buy
2517.438721,0,Buy
2519.116211,0,Buy
2534.321045,0,Buy
2534.481689,0,Buy
2535.039063,0,Buy
2536.209961,0,Buy
2537.891113,0,Buy
2547.092041,0,Buy
2555.037354,0,Buy
2557.931641,0,Buy
2561.852051,0,Buy
2573.816162,0,Buy
2590.263184,0,Buy
2590.359619,0,Buy
2597.084717,0,Buy
2598.067139,0,Buy
2603.466553,0,Buy
2608.26709,0,Buy
2610.15332,0,Buy
2610.936768,0,Buy
2617.156006,0,Buy
2621.801758,0,Buy
2628.648438,0,Buy
2630.576904,0,Buy
2633.518311,0,Buy
2639.299316,0,Buy
2643.591064,0,Buy
2662.865234,0,Buy
2664.831055,0,Buy
2679.162598,0,Buy
2682.854004,0,Buy
2688.195068,0,Buy
2688.278809,0,Buy
2706.125,0,Buy
2706.628906,0,Buy
2714.945313,0,Buy
2715.092773,0,Buy
2724.619873,0,Buy
2736.488525,0,Buy
2746.380127,0,Buy
2756.876953,0,Buy
2763.701172,0,Buy
2764.431152,0,Buy
2764.535645,0,Buy
2773.207031,0,Buy
2781.111816,0,Buy
2784.294189,0,Buy
2785.727539,0,Buy
2792.117188,0,Buy
2807.296631,0,Buy
2827.328857,0,Buy
2834.468994,0,Buy
2853.143311,0,Wait
2855.126465,0,Wait
2881.481934,0,Wait
2883.463379,0,Wait
2888.69873,0,Wait
2890.94165,0,Wait
2917.362793,0,Wait
2919.201172,0,Wait
2925.565674,0,Wait
2927.383545,0,Wait
2931.669189,0,Wait
2933.479004,0,Wait
2934.138916,0,Wait
2945.892822,0,Wait
2950.118408,0,Wait
2952.056152,0,Wait
2958.993408,0,Wait
2972.485107,0,Wait
2983.586914,0,Wait
3001.120117,0,Wait
3001.678955,0,Wait
3013.732666,0,Wait
3014.648193,0,Wait
3014.845947,0,Wait
3020.089844,0,Wait
3043.414307,0,Wait
3057.476074,0,Wait
3062.265381,0,Wait
3077.482178,0,Wait
3077.86792,0,Wait
3083.0979,0,Wait
3091.972656,0,Wait
3095.825928,0,Wait
3100.325439,0,Wait
3122.608643,0,Wait
3127.830078,0,Wait
3141.691162,0,Wait
3142.470703,0,Wait
3155.523682,0,Wait
3156.509521,0,Wait
3157.23877,0,Wait
3157.751465,0,Wait
3164.025146,0,Wait
3164.245117,0,Wait
3167.856201,0,Wait
3172.456299,0,Wait
3179.877197,0,Wait
3182.702148,0,Wait
3193.210449,0,Wait
3211.505859,0,Wait
3212.304932,0,Wait
3224.374268,0,Wait
3224.915283,0,Wait
3226.083984,0,Wait
3227.002686,0,Wait
3238.111572,0,Wait
3239.457031,0,Wait
3242.115479,0,Wait
3244.40332,0,Wait
3248.288574,0,Wait
3253.629395,0,Wait
3265.443359,0,Wait
3270.278076,0,Wait
3270.60083,0,Wait
3282.397705,0,Wait
3285.511719,0,Wait
3286.935303,0,Wait
3307.516113,0,Wait
3310.001465,0,Wait
3310.50415,0,Wait
3319.257324,0,Wait
3322.21167,0,Wait
3329.447998,0,Wait
3330.530762,0,Wait
3350.921875,0,Wait
3372.258301,0,Wait
3380.070068,0,Wait
3380.089111,0,Wait
3391.694336,0,Wait
3398.538818,0,Wait
3410.134521,0,Wait
3418.358643,0,Wait
3418.408203,0,Wait
3425.852783,0,Wait
3426.394287,0,Wait
3427.340088,0,Wait
3429.169678,0,Wait
3431.086182,0,Wait
3432.018311,0,Wait
3433.732666,0,Wait
3484.729004,0,Wait
3490.880371,0,Wait
3492.573242,0,Wait
3497.315186,0,Wait
3518.518555,0,Wait
3522.783203,0,Wait
3545.354004,0,Wait
3550.386963,0,Wait
3563.759277,0,Wait
3571.294922,0,Wait
3575.716797,0,Wait
3580.562012,0,Wait
3587.506104,0,Wait
3587.974854,0,Wait
3606.20166,0,Wait
3615.282715,0,Wait
3628.531738,0,Wait
3638.12207,0,Wait
3682.632813,0,Wait
3713.852051,0,Wait
3715.148438,0,Wait
3745.44043,0,Wait
3748.760254,0,Wait
3761.380371,0,Wait
3769.697021,0,Wait
3784.226807,0,Wait
3785.848633,0,Wait
3786.01416,0,Wait
3790.98999,0,Sell -
3794.056641,0,Sell -
3800.893066,0,Sell -
3829.564941,0,Sell -
3830.38208,0,Sell -
3834.828125,0,Sell -
3847.104492,0,Sell -
3862.634766,0,Sell -
3877.650879,0,Sell -
3879.486572,0,Sell -
3887.828369,0,Sell -
3902.647705,0,Sell -
3908.496094,0,Sell -
3922.592529,0,Sell -
3928.379395,0,Sell -
3928.844727,0,Sell -
3930.257324,0,Sell -
3933.844482,0,Sell -
3940.614746,0,Sell -
3952.133545,0,Sell -
3952.293945,0,Sell -
3960.860107,0,Sell -
3962.469727,0,Sell -
3970.181885,0,Sell -
3982.099609,0,Sell -
4000.650879,0,Sell -
4018.388672,0,Sell -
4020.26001,0,Sell -
4030.908936,0,Sell -
4037.547607,0,Sell -
4047.98291,0,Sell -
4054.322754,0,Sell -
4067.328125,0,Sell -
4079.057373,0,Sell -
4084.452393,0,Sell -
4087.903076,0,Sell -
4088.457764,0,Sell -
4093.281006,0,Sell -
4096.912109,0,Sell -
4108.015625,0,Sell -
4119.587402,0,Sell -
4119.815918,0,Sell -
4131.102051,0,Sell -
4134.453125,0,Sell -
4155.992188,0,Sell -
4168.701172,0,Sell +
4171.663574,0,Sell +
4198.322754,0,Sell +
4216.365234,0,Sell +
4217.876953,0,Sell +
4220.706055,0,Sell +
4239.981445,0,Sell +
4269.73291,0,Sell +
4274.743164,0,Sell +
4287.318848,0,Sell +
4287.59375,0,Sell +
4288.074219,0,Sell +
4294.453613,0,Sell +
4298.306641,0,Sell +
4315.061523,0,Sell +
4324.626953,0,Sell +
4325.650391,0,Sell +
4340.763672,0,Sell +
4358.737305,0,Sell +
4409.931152,0,Sell +
4414.746582,0,Sell +
4439.35791,0,Sell +
4445.10498,0,Sell +
4486.243164,0,Sell +
4511.302246,0,Sell +
4521.581055,0,Sell +
4537.324219,0,Sell +
4557.503906,0,Sell +
4584.798828,0,Sell +
4586.990234,0,Sell +
4607.193848,0,Sell +
4620.554688,0,Sell +
4626.358887,0,Sell +
4631.479004,0,Sell +
4636.174316,0,Sell +
4651.460449,0,Sell +
4667.115234,0,Sell +
4730.384277,0,Sell +
4735.068848,0,Sell +
4812.087402,0,Sell +
1593.413452,-1,Caution
1595.359253,-1,Caution
1678.650146,-1,Caution
1691.333984,-1,Caution
1691.355957,-1,Caution
1702.842041,-1,Caution
1716.494629,-1,Caution
1723.153809,-1,Caution
1772.102417,-1,Caution
1782.855103,-1,Caution
1787.510742,-1,Caution
1788.217041,-1,Caution
1791.702271,-1,Caution
1799.16626,-1,Caution
1806.971802,-1,Caution
1812.634644,-1,Caution
1813.217285,-1,Caution
1817.296631,-1,Caution
1817.624146,-1,Caution
1819.684937,-1,Caution
1823.449341,-1,Caution
1826.194946,-1,Caution
1829.239258,-1,Caution
1834.727905,-1,Caution
1846.033691,-1,Caution
1854.564331,-1,Caution
1868.048828,-1,Caution
1874.950073,-1,Caution
1880.382935,-1,Caution
1888.44751,-1,Caution
1895.552124,-1,Caution
1898.825195,-1,Caution
1911.175659,-1,Caution
1918.362061,-1,Caution
1924.685425,-1,Caution
1940.083984,-1,Buy
1971.077271,-1,Buy
1977.276855,-1,Buy
1978.894653,-1,Buy
1988.456299,-1,Buy
1989.736328,-1,Buy
1990.970825,-1,Buy
1994.331299,-1,Buy
2025.202759,-1,Buy
2028.422485,-1,Buy
2036.721069,-1,Buy
2072.108887,-1,Buy
2079.657471,-1,Buy
2088.57373,-1,Buy
2093.122803,-1,Buy
2107.887207,-1,Buy
2109.579834,-1,Buy
2111.403564,-1,Buy
2113.605469,-1,Buy
2118.378906,-1,Buy
2120.026367,-1,Buy
2124.776611,-1,Buy
2135.942139,-1,Buy
2139.353271,-1,Buy
2139.664795,-1,Buy
2143.225586,-1,Buy
2146.692383,-1,Buy
2150.040283,-1,Buy
2157.656982,-1,Buy
2160.768311,-1,Buy
2166.188721,-1,Buy
2178.499023,-1,Buy
2189.21875,-1,Buy
2191.373779,-1,Buy
2198.58252,-1,Buy
2211.625732,-1,Buy
2226.114258,-1,Buy
2231.733154,-1,Buy
2233.366699,-1,Buy
2237.136963,-1,Buy
2246.364502,-1,Buy
2274.547607,-1,Buy
2279.51416,-1,Buy
2295.705566,-1,Buy
2296.54541,-1,Buy
2298.333496,-1,Buy
2299.187744,-1,Buy
2315.161865,-1,Buy
2316.05957,-1,Buy
2321.724121,-1,Buy
2324.679443,-1,Buy
2330.210938,-1,Buy
2344.89502,-1,Buy
2353.768799,-1,Buy
2363.586182,-1,Buy
2364.751709,-1,Buy
2367.663574,-1,Buy
2372.001953,-1,Buy
2372.484375,-1,Buy
2380.956787,-1,Wait
2390.30542,-1,Wait
2403.535156,-1,Wait
2405.181152,-1,Wait
2419.90625,-1,Wait
2423.001221,-1,Wait
2430.621338,-1,Wait
2431.946533,-1,Wait
2435.10498,-1,Wait
2440.352295,-1,Wait
2455.935059,-1,Wait
2460.679199,-1,Wait
2466.961426,-1,Wait
2468.030273,-1,Wait
2471.518555,-1,Wait
2502.349609,-1,Wait
2508.391602,-1,Wait
2517.438721,-1,Wait
2519.116211,-1,Wait
2534.321045,-1,Wait
2534.481689,-1,Wait
2535.039063,-1,Wait
2536.209961,-1,Wait
2537.891113,-1,Wait
2547.092041,-1,Wait
2555.037354,-1,Wait
2557.931641,-1,Wait
2561.852051,-1,Wait
2573.816162,-1,Wait
2590.263184,-1,Wait
2590.359619,-1,Wait
2597.084717,-1,Wait
2598.067139,-1,Wait
2603.466553,-1,Wait
2608.26709,-1,Wait
2610.15332,-1,Wait
2610.936768,-1,Wait
2617.156006,-1,Wait
2621.801758,-1,Wait
2628.648438,-1,Wait
2630.576904,-1,Wait
2633.518311,-1,Wait
2639.299316,-1,Wait
2643.591064,-1,Wait
2662.865234,-1,Wait
2664.831055,-1,Wait
2679.162598,-1,Wait
2682.854004,-1,Wait
2688.195068,-1,Wait
2688.278809,-1,Wait
2706.125,-1,Wait
2706.628906,-1,Wait
2714.945313,-1,Wait
2715.092773,-1,Wait
2724.619873,-1,Wait
2736.488525,-1,Wait
2746.380127,-1,Wait
2756.876953,-1,Wait
2763.701172,-1,Wait
2764.431152,-1,Wait
2764.535645,-1,Wait
2773.207031,-1,Wait
2781.111816,-1,Wait
2784.294189,-1,Wait
2785.727539,-1,Wait
2792.117188,-1,Wait
2807.296631,-1,Wait
2827.328857,-1,Wait
2834.468994,-1,Wait
2853.143311,-1,Wait
2855.126465,-1,Wait
2881.481934,-1,Wait
2883.463379,-1,Wait
2888.69873,-1,Wait
2890.94165,-1,Wait
2917.362793,-1,Wait
2919.201172,-1,Wait
2925.565674,-1,Wait
2927.383545,-1,Wait
2931.669189,-1,Wait
2933.479004,-1,Wait
2934.138916,-1,Wait
2945.892822,-1,Wait
2950.118408,-1,Wait
2952.056152,-1,Wait
2958.993408,-1,Wait
2972.485107,-1,Wait
2983.586914,-1,Wait
3001.120117,-1,Wait
3001.678955,-1,Wait
3013.732666,-1,Wait
3014.648193,-1,Wait
3014.845947,-1,Wait
3020.089844,-1,Wait
3043.414307,-1,Wait
3057.476074,-1,Wait
3062.265381,-1,Wait
3077.482178,-1,Wait
3077.86792,-1,Wait
3083.0979,-1,Wait
3091.972656,-1,Wait
3095.825928,-1,Wait
3100.325439,-1,Wait
3122.608643,-1,Wait
3127.830078,-1,Wait
3141.691162,-1,Wait
3142.470703,-1,Wait
3155.523682,-1,Wait
3156.509521,-1,Wait
3157.23877,-1,Wait
3157.751465,-1,Wait
3164.025146,-1,Wait
3164.245117,-1,Wait
3167.856201,-1,Wait
3172.456299,-1,Wait
3179.877197,-1,Wait
3182.702148,-1,Wait
3193.210449,-1,Wait
3211.505859,-1,Wait
3212.304932,-1,Wait
3224.374268,-1,Wait
3224.915283,-1,Wait
3226.083984,-1,Wait
3227.002686,-1,Wait
3238.111572,-1,Wait
3239.457031,-1,Wait
3242.115479,-1,Wait
3244.40332,-1,Wait
3248.288574,-1,Wait
3253.629395,-1,Wait
3265.443359,-1,Wait
3270.278076,-1,Wait
3270.60083,-1,Wait
3282.397705,-1,Wait
3285.511719,-1,Wait
3286.935303,-1,Sell -
3307.516113,-1,Sell -
3310.001465,-1,Sell -
3310.50415,-1,Sell -
3319.257324,-1,Sell -
3322.21167,-1,Sell -
3329.447998,-1,Sell -
3330.530762,-1,Sell -
3350.921875,-1,Sell -
3372.258301,-1,Sell -
3380.070068,-1,Sell -
3380.089111,-1,Sell -
3391.694336,-1,Sell -
3398.538818,-1,Sell -
3410.134521,-1,Sell -
3418.358643,-1,Sell -
3418.408203,-1,Sell -
3425.852783,-1,Sell -
3426.394287,-1,Sell -
3427.340088,-1,Sell -
3429.169678,-1,Sell -
3431.086182,-1,Sell -
3432.018311,-1,Sell -
3433.732666,-1,Sell -
3484.729004,-1,Sell -
3490.880371,-1,Sell -
3492.573242,-1,Sell -
3497.315186,-1,Sell -
3518.518555,-1,Sell -
3522.783203,-1,Sell -
3545.354004,-1,Sell -
3550.386963,-1,Sell -
3563.759277,-1,Sell -
3571.294922,-1,Sell -
3575.716797,-1,Sell -
3580.562012,-1,Sell -
3587.506104,-1,Sell -
3587.974854,-1,Sell -
3606.20166,-1,Sell -
3615.282715,-1,Sell -
3628.531738,-1,Sell -
3638.12207,-1,Sell -
3682.632813,-1,Sell -
3713.852051,-1,Sell +
3715.148438,-1,Sell +
3745.44043,-1,Sell +
3748.760254,-1,Sell +
3761.380371,-1,Sell +
3769.697021,-1,Sell +
3784.226807,-1,Sell +
3785.848633,-1,Sell +
3786.01416,-1,Sell +
3790.98999,-1,Sell +
3794.056641,-1,Sell +
3800.893066,-1,Sell +
3829.564941,-1,Sell +
3830.38208,-1,Sell +
3834.828125,-1,Sell +
3847.104492,-1,Sell +
3862.634766,-1,Sell +
3877.650879,-1,Sell +
3879.486572,-1,Sell +
3887.828369,-1,Sell +
3902.647705,-1,Sell +
3908.496094,-1,Sell +
3922.592529,-1,Sell +
3928.379395,-1,Sell +
3928.844727,-1,Sell +
3930.257324,-1,Sell +
3933.844482,-1,Sell +
3940.614746,-1,Sell +
3952.133545,-1,Sell +
3952.293945,-1,Sell +
3960.860107,-1,Sell +
3962.469727,-1,Sell +
3970.181885,-1,Sell +
3982.099609,-1,Sell +
4000.650879,-1,Sell +
4018.388672,-1,Sell +
4020.26001,-1,Sell +
4030.908936,-1,Sell +
4037.547607,-1,Sell +
4047.98291,-1,Sell +
4054.322754,-1,Sell +
4067.328125,-1,Sell +
4079.057373,-1,Sell +
4084.452393,-1,Sell +
4087.903076,-1,Sell +
4088.457764,-1,Sell +
4093.281006,-1,Sell +
4096.912109,-1,Sell +
4108.015625,-1,Sell +
4119.587402,-1,Sell +
4119.815918,-1,Sell +
4131.102051,-1,Sell +
4134.453125,-1,Sell +
4155.992188,-1,Sell +
4168.701172,-1,Sell +
4171.663574,-1,Sell +
4198.322754,-1,Sell +
4216.365234,-1,Sell +
4217.876953,-1,Sell +
4220.706055,-1,Sell +
4239.981445,-1,Sell +
4269.73291,-1,Sell +
4274.743164,-1,Sell +
4287.318848,-1,Sell +
4287.59375,-1,Sell +
4288.074219,-1,Sell +
4294.453613,-1,Sell +
4298.306641,-1,Sell +
4315.061523,-1,Sell +
4324.626953,-1,Sell +
4325.650391,-1,Sell +
4340.763672,-1,Sell +
4358.737305,-1,Sell +
4409.931152,-1,Sell +
4414.746582,-1,Sell +
4439.35791,-1,Sell +
4445.10498,-1,Sell +
4486.243164,-1,Sell +
4511.302246,-1,Sell +
4521.581055,-1,Sell +
4537.324219,-1,Sell +
4557.503906,-1,Sell +
4584.798828,-1,Sell +
4586.990234,-1,Sell +
4607.193848,-1,Sell +
4620.554688,-1,Sell +
4626.358887,-1,Sell +
4631.479004,-1,Sell +
4636.174316,-1,Sell +
4651.460449,-1,Sell +
4667.115234,-1,Sell +
4730.384277,-1,Sell +
4735.068848,-1,Sell +
4812.087402,-1,Sell +
